25
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
1.080;1.880;0.200
0.760;1.200;0.120
0.360;0.640;0.080
0.280;0.240;0.000
0.160;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
1.040;1.880;0.480
1.040;1.160;0.160
0.600;0.680;0.080
0.120;0.320;0.080
0.120;0.080;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.880;1.120;0.440
0.600;0.640;0.240
0.400;0.280;0.040
0.040;0.080;0.080
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
1.280;0.560;0.840
0.720;0.520;0.400
0.560;0.240;0.120
0.240;0.080;0.040
0.080;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.920;0.600;1.200
0.920;0.360;0.560
0.560;0.240;0.240
0.240;0.120;0.080
0.120;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.880;0.280;1.680
0.760;0.280;0.920
0.600;0.160;0.360
0.400;0.080;0.080
0.120;0.080;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.920;0.160;1.120
0.640;0.120;0.560
0.240;0.080;0.240
0.080;0.040;0.080
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.520;0.080;1.600
0.480;0.080;0.840
0.240;0.040;0.400
0.040;0.080;0.120
0.040;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.480;0.080;1.880
0.440;0.080;1.080
0.400;0.040;0.440
0.240;0.040;0.120
0.120;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.560;0.000;1.240
0.480;0.000;0.560
0.240;0.000;0.240
0.120;0.000;0.040
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.400;0.000;0.800
0.200;0.000;0.320
0.120;0.000;0.080
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.160;0.000;0.400
0.080;0.000;0.120
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.160;0.000;0.160
0.080;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.120;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.800;1.600;0.120
0.760;0.800;0.040
0.360;0.360;0.000
0.200;0.080;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.600;1.800;0.280
0.600;0.920;0.160
0.560;0.400;0.000
0.240;0.120;0.000
0.080;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.600;1.120;0.960
0.480;1.120;0.240
0.520;0.480;0.080
0.320;0.160;0.000
0.120;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.800;0.680;1.400
0.720;0.400;0.840
0.400;0.480;0.240
0.280;0.160;0.080
0.160;0.040;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.800;0.520;0.880
0.640;0.160;0.520
0.120;0.280;0.160
0.080;0.080;0.040
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.440;0.240;1.480
0.480;0.200;0.720
0.280;0.080;0.320
0.160;0.080;0.040
0.040;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.720;0.040;1.760
0.680;0.080;0.920
0.520;0.120;0.280
0.240;0.040;0.120
0.120;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.680;0.040;1.920
0.600;0.080;1.120
0.520;0.040;0.480
0.280;0.040;0.160
0.120;0.040;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.520;0.080;1.400
0.360;0.080;0.760
0.160;0.040;0.320
0.120;0.040;0.040
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.280;0.000;0.960
0.120;0.000;0.440
0.040;0.000;0.160
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.360;0.000;0.440
0.160;0.000;0.160
0.080;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.200;0.000;0.200
0.120;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.160;0.000;0.040
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.520;1.760;0.520
0.320;1.320;0.160
0.400;0.560;0.080
0.320;0.160;0.000
0.120;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.800;1.760;0.560
0.520;1.080;0.440
0.200;0.720;0.160
0.200;0.280;0.040
0.160;0.040;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.520;1.240;0.480
0.400;0.600;0.320
0.040;0.320;0.160
0.080;0.080;0.040
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.480;0.520;1.240
0.480;0.440;0.520
0.360;0.280;0.120
0.080;0.080;0.080
0.040;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.960;0.400;1.280
0.760;0.320;0.640
0.520;0.160;0.240
0.280;0.120;0.040
0.120;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.760;0.160;1.760
0.560;0.200;1.040
0.560;0.160;0.360
0.280;0.080;0.120
0.120;0.040;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.920;0.080;2.040
0.680;0.040;1.320
0.520;0.080;0.640
0.200;0.120;0.200
0.120;0.040;0.040
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.360;0.040;1.640
0.280;0.040;0.920
0.160;0.000;0.400
0.080;0.000;0.120
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.520;0.000;0.960
0.360;0.000;0.440
0.160;0.000;0.160
0.080;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.440;0.000;0.520
0.200;0.000;0.200
0.120;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.320;0.000;0.200
0.160;0.000;0.040
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.080;0.000;0.120
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.040;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.640;1.520;0.200
0.640;0.680;0.120
0.080;0.400;0.080
0.080;0.080;0.040
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.440;1.400;0.560
0.400;0.960;0.160
0.480;0.320;0.040
0.040;0.120;0.080
0.040;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.880;0.840;0.960
0.520;0.840;0.360
0.360;0.480;0.080
0.320;0.080;0.040
0.120;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.680;0.760;1.320
0.600;0.560;0.720
0.400;0.400;0.240
0.200;0.240;0.040
0.120;0.040;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
1.000;0.400;1.680
0.720;0.440;0.920
0.600;0.280;0.400
0.200;0.200;0.120
0.080;0.120;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.400;0.120;1.560
0.240;0.120;0.880
0.200;0.080;0.320
0.080;0.040;0.080
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.560;0.120;1.640
0.520;0.080;0.880
0.360;0.080;0.360
0.160;0.080;0.080
0.080;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.480;0.000;1.200
0.400;0.000;0.560
0.200;0.000;0.200
0.120;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.440;0.000;0.640
0.280;0.000;0.240
0.160;0.000;0.040
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.120;0.000;0.400
0.080;0.000;0.120
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.080;0.000;0.160
0.040;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
0.000;0.000;0.000
