0.083	1.050	0.850	73.064	72.180	78.873
0.052	1.050	0.850	71.585	71.920	71.585
0.074	1.050	0.850	89.696	89.858	89.349
0.065	1.050	0.850	79.113	79.360	79.017
0.062	1.050	0.850	80.023	82.691	81.938
0.036	1.050	0.850	76.758	76.593	76.166
0.073	1.050	0.850	71.831	71.831	71.831
0.077	1.050	0.850	92.877	92.801	92.672
0.059	1.050	0.850	79.563	79.563	79.107
0.052	1.050	0.850	83.864	83.962	83.521
0.058	1.050	0.900	88.551	88.358	88.358
0.062	1.050	0.900	78.778	78.688	80.255
0.062	1.050	0.900	78.073	78.073	78.073
0.057	1.050	0.900	85.190	84.463	85.266
0.067	1.050	0.900	69.845	69.845	69.845
0.050	1.050	0.900	86.873	86.097	86.097
0.042	1.050	0.900	85.996	85.292	85.292
0.039	1.050	0.900	70.765	70.765	70.765
0.040	1.050	0.900	75.750	73.963	73.963
0.044	1.050	0.900	80.361	80.418	80.418
0.055	1.150	0.850	76.535	77.564	75.793
0.059	1.150	0.850	89.100	89.864	89.100
0.066	1.150	0.850	74.942	74.942	75.864
0.046	1.150	0.850	81.577	78.369	79.296
0.054	1.150	0.850	87.733	88.046	86.980
0.042	1.150	0.850	73.884	74.951	73.884
0.062	1.150	0.850	84.100	81.307	85.364
0.073	1.150	0.850	77.365	75.319	83.267
0.052	1.150	0.850	77.919	74.493	77.919
0.058	1.150	0.850	85.381	85.758	85.758
0.051	1.150	0.900	78.602	78.602	79.696
0.074	1.150	0.900	80.896	79.823	82.452
0.065	1.150	0.900	73.226	76.669	80.937
0.038	1.150	0.900	86.996	86.408	86.408
0.060	1.150	0.900	83.183	83.183	83.183
0.068	1.150	0.900	90.735	90.735	90.735
0.049	1.150	0.900	79.985	79.985	82.682
0.060	1.150	0.900	95.646	95.646	94.861
0.049	1.150	0.900	90.940	90.940	90.940
0.073	1.150	0.900	80.908	79.574	83.541
0.035	1.250	0.850	88.003	89.693	87.440
0.040	1.250	0.850	84.047	83.057	84.618
0.046	1.250	0.850	95.574	96.673	94.301
0.043	1.250	0.850	69.608	71.600	69.608
0.058	1.250	0.850	83.934	80.906	84.319
0.046	1.250	0.850	73.898	75.206	77.678
0.041	1.250	0.850	85.318	88.616	86.339
0.042	1.250	0.850	88.719	90.434	87.004
0.050	1.250	0.850	94.577	95.886	93.234
0.085	1.250	0.850	99.004	99.957	102.099
0.049	1.250	0.900	85.015	85.015	85.015
0.061	1.250	0.900	83.119	83.119	83.225
0.068	1.250	0.900	78.096	78.096	78.096
0.039	1.250	0.900	89.622	89.311	88.623
0.071	1.250	0.900	84.959	85.807	84.959
0.070	1.250	0.900	81.288	81.288	81.854
0.049	1.250	0.900	81.082	82.500	82.578
0.041	1.250	0.900	83.229	83.229	81.534
0.060	1.250	0.900	71.423	71.423	80.056
0.061	1.250	0.900	77.055	78.911	78.911
0.049	1.350	0.850	85.998	85.914	85.998
0.062	1.350	0.850	80.851	85.712	80.851
0.039	1.350	0.850	83.504	83.504	82.595
0.036	1.350	0.850	96.320	99.063	95.500
0.055	1.350	0.850	102.316	104.951	103.071
0.036	1.350	0.850	92.883	93.683	93.117
0.041	1.350	0.850	95.360	97.936	92.900
0.051	1.350	0.850	84.034	84.456	84.864
0.046	1.350	0.850	87.275	89.760	84.815
0.038	1.350	0.850	93.027	96.566	93.751
0.057	1.350	0.900	80.138	80.138	77.824
0.067	1.350	0.900	79.676	78.875	86.531
0.057	1.350	0.900	88.631	90.438	88.631
0.044	1.350	0.900	78.134	75.889	85.091
0.050	1.350	0.900	82.714	74.598	84.654
0.032	1.350	0.900	84.853	86.265	85.089
0.033	1.350	0.900	86.602	86.602	84.230
0.061	1.350	0.900	86.424	86.424	85.124
0.049	1.350	0.900	74.381	74.884	74.381
0.037	1.350	0.900	100.538	100.640	99.201
0.055	1.450	0.850	81.300	85.014	78.363
0.031	1.450	0.850	76.298	78.393	76.298
0.039	1.450	0.850	77.344	70.650	77.344
0.043	1.450	0.850	97.904	102.548	96.079
0.041	1.450	0.850	91.307	95.277	89.080
0.047	1.450	0.850	90.966	88.839	86.227
0.042	1.450	0.850	89.144	91.780	88.520
0.043	1.450	0.850	110.129	113.076	108.806
0.050	1.450	0.850	75.842	76.326	75.842
0.032	1.450	0.850	87.243	90.385	87.147
0.029	1.450	0.900	93.681	93.229	92.567
0.057	1.450	0.900	86.935	87.402	86.796
0.041	1.450	0.900	77.068	70.291	77.068
0.033	1.450	0.900	77.425	78.645	77.425
0.038	1.450	0.900	81.409	84.383	81.409
0.050	1.450	0.900	77.326	70.047	77.326
0.047	1.450	0.900	96.875	100.339	99.044
0.041	1.450	0.900	81.970	82.536	80.118
0.031	1.450	0.900	79.160	77.802	77.802
0.053	1.450	0.900	75.128	72.870	82.072
0.032	1.550	0.850	91.798	93.721	85.717
0.041	1.550	0.850	82.410	82.033	86.523
0.047	1.550	0.850	82.585	82.745	82.877
0.051	1.550	0.850	82.894	87.185	88.681
0.040	1.550	0.850	82.917	74.433	86.494
0.053	1.550	0.850	81.670	83.169	78.630
0.055	1.550	0.850	79.094	75.904	86.038
0.055	1.550	0.850	85.939	94.667	86.467
0.048	1.550	0.850	87.836	85.485	85.443
0.065	1.550	0.850	91.790	97.024	92.130
0.057	1.550	0.900	80.958	71.661	83.947
0.052	1.550	0.900	97.014	101.762	95.069
0.028	1.550	0.900	86.005	87.021	87.021
0.053	1.550	0.900	86.068	93.368	89.462
0.033	1.550	0.900	78.642	77.433	81.616
0.043	1.550	0.900	92.715	90.384	92.295
0.034	1.550	0.900	87.771	89.412	85.454
0.039	1.550	0.900	82.093	75.196	80.428
0.038	1.550	0.900	90.484	93.136	91.744
0.038	1.550	0.900	77.319	70.123	78.946
0.046	1.650	0.850	81.615	83.566	86.777
0.056	1.650	0.850	105.085	110.045	100.354
0.049	1.650	0.850	79.065	80.204	85.905
0.039	1.650	0.850	83.125	85.215	88.640
0.044	1.650	0.850	92.843	98.817	91.103
0.059	1.650	0.850	84.834	94.406	84.834
0.050	1.650	0.850	80.042	68.453	87.237
0.046	1.650	0.850	91.841	101.032	91.841
0.061	1.650	0.850	81.448	89.435	90.840
0.035	1.650	0.850	79.831	74.601	79.831
0.031	1.650	0.900	98.995	101.907	96.110
0.058	1.650	0.900	87.321	83.789	82.351
0.039	1.650	0.900	84.985	85.817	81.304
0.024	1.650	0.900	76.671	76.132	76.671
0.048	1.650	0.900	81.018	75.856	88.464
0.052	1.650	0.900	82.408	81.956	82.408
0.052	1.650	0.900	78.970	80.426	80.944
0.060	1.650	0.900	79.882	88.308	87.260
0.048	1.650	0.900	84.939	82.558	90.171
0.047	1.650	0.900	79.829	74.596	81.708
0.033	1.750	0.850	86.587	89.477	86.587
0.048	1.750	0.850	99.829	108.856	96.667
0.037	1.750	0.850	85.062	89.092	89.269
0.027	1.750	0.850	92.742	99.430	92.742
0.037	1.750	0.850	78.046	78.163	79.983
0.029	1.750	0.850	94.711	98.742	96.620
0.043	1.750	0.850	83.788	86.339	85.493
0.054	1.750	0.850	98.068	107.799	98.195
0.062	1.750	0.850	77.061	84.745	78.934
0.031	1.750	0.850	97.456	103.845	93.742
0.044	1.750	0.900	84.438	83.652	79.496
0.041	1.750	0.900	80.080	72.969	85.101
0.053	1.750	0.900	81.362	73.915	84.239
0.037	1.750	0.900	83.832	76.469	89.135
0.037	1.750	0.900	83.108	81.214	80.805
0.064	1.750	0.900	76.593	78.850	81.755
0.054	1.750	0.900	80.114	71.196	85.488
0.035	1.750	0.900	80.239	82.904	80.239
0.057	1.750	0.900	94.307	98.338	90.774
0.041	1.750	0.900	76.212	70.979	80.561
