1.050	1.000	0.850	0.000	0.000	-0.000
1.050	1.000	0.900	0.000	0.000	-0.000
1.150	1.000	0.850	0.000	0.000	-0.000
1.150	1.000	0.900	0.000	0.000	-0.000
1.250	1.000	0.850	0.000	0.000	-0.000
1.250	1.000	0.900	0.000	0.000	-0.000
1.350	1.000	0.850	0.000	0.000	-0.000
1.350	1.000	0.900	0.000	0.000	-0.000
1.450	1.000	0.850	0.000	0.000	-0.000
1.450	1.000	0.900	0.000	0.000	-0.000
1.550	1.000	0.850	0.000	0.000	-0.000
1.550	1.000	0.900	0.000	0.000	-0.000
1.650	1.000	0.850	0.000	0.000	-0.000
1.650	1.000	0.900	0.000	0.000	-0.000
1.750	1.000	0.850	0.000	0.000	-0.000
1.750	1.000	0.900	0.000	0.000	-0.000
