0.0421907	1.050	1.000	0.850	76.744	76.520	77.227
0.048	1.050	1.000	0.850	69.321	68.021	68.774
0.058	1.050	1.000	0.850	55.189	62.552	55.189
0.047	1.050	1.000	0.850	67.317	65.424	65.758
0.033	1.050	1.000	0.850	54.890	58.007	50.728
0.072	1.050	1.000	0.850	75.568	75.382	75.705
0.046	1.050	1.000	0.850	60.779	60.779	58.038
0.045	1.050	1.000	0.850	60.556	60.110	60.619
0.072	1.050	1.000	0.850	75.451	75.555	75.646
0.048	1.050	1.000	0.850	58.778	58.451	59.036
0.059	1.050	1.000	0.900	59.353	68.888	56.950
0.031	1.050	1.000	0.900	82.527	81.914	83.055
0.037	1.050	1.000	0.900	68.895	69.214	66.587
0.041	1.050	1.000	0.900	49.435	63.028	48.758
0.034	1.050	1.000	0.900	55.910	64.733	51.095
0.093	1.050	1.000	0.900	95.818	97.212	95.996
0.046	1.050	1.000	0.900	68.874	72.232	70.836
0.041	1.050	1.000	0.900	56.865	58.274	49.596
0.038	1.050	1.000	0.900	59.454	65.294	56.143
0.040	1.050	1.000	0.900	59.210	59.210	51.875
0.045	1.150	1.000	0.850	57.278	57.278	55.516
0.063	1.150	1.000	0.850	75.591	75.591	75.591
0.040	1.150	1.000	0.850	57.516	59.110	52.417
0.046	1.150	1.000	0.850	72.967	71.601	73.379
0.051	1.150	1.000	0.850	57.221	57.221	55.964
0.087	1.150	1.000	0.850	69.183	68.461	69.183
0.036	1.150	1.000	0.850	98.809	97.442	98.459
0.034	1.150	1.000	0.850	85.302	85.028	87.024
0.037	1.150	1.000	0.850	83.249	83.049	84.002
0.072	1.150	1.000	0.850	51.518	56.539	56.539
0.038	1.150	1.000	0.900	89.808	89.237	90.329
0.039	1.150	1.000	0.900	70.257	67.673	68.996
0.036	1.150	1.000	0.900	62.570	63.086	63.562
0.061	1.150	1.000	0.900	59.120	63.610	55.912
0.037	1.150	1.000	0.900	69.178	67.825	69.930
0.064	1.150	1.000	0.900	63.991	60.517	62.807
0.039	1.150	1.000	0.900	87.370	86.303	88.447
0.035	1.150	1.000	0.900	99.932	98.623	100.407
0.054	1.150	1.000	0.900	79.861	80.431	79.861
0.038	1.150	1.000	0.900	73.701	72.697	74.667
0.037	1.250	1.000	0.850	91.969	90.643	91.969
0.043	1.250	1.000	0.850	59.544	59.544	60.852
0.039	1.250	1.000	0.850	66.960	63.546	65.386
0.037	1.250	1.000	0.850	55.623	57.238	56.914
0.043	1.250	1.000	0.850	70.247	70.247	70.858
0.058	1.250	1.000	0.850	93.860	93.925	94.666
0.044	1.250	1.000	0.850	93.413	92.932	94.668
0.056	1.250	1.000	0.850	53.942	55.586	53.942
0.029	1.250	1.000	0.850	56.183	56.183	49.490
0.037	1.250	1.000	0.850	61.748	58.926	60.599
0.035	1.250	1.000	0.900	95.932	93.230	97.219
0.043	1.250	1.000	0.900	90.511	88.400	90.511
0.034	1.250	1.000	0.900	57.750	68.451	59.391
0.040	1.250	1.000	0.900	56.351	65.174	56.351
0.034	1.250	1.000	0.900	64.673	66.968	66.304
0.031	1.250	1.000	0.900	104.417	103.144	106.132
0.045	1.250	1.000	0.900	92.824	90.619	92.824
0.047	1.250	1.000	0.900	74.651	72.915	75.192
0.039	1.250	1.000	0.900	67.360	66.155	65.425
0.077	1.250	1.000	0.900	74.392	72.761	74.990
0.059	1.350	1.000	0.850	59.823	64.263	61.451
0.029	1.350	1.000	0.850	56.594	56.594	49.984
0.038	1.350	1.000	0.850	61.176	63.003	54.275
0.022	1.350	1.000	0.850	70.962	70.962	70.962
0.044	1.350	1.000	0.850	94.501	94.501	96.960
0.052	1.350	1.000	0.850	61.854	66.559	64.809
0.059	1.350	1.000	0.850	98.281	99.061	99.061
0.057	1.350	1.000	0.850	56.211	57.949	57.949
0.053	1.350	1.000	0.850	104.778	104.778	106.209
0.039	1.350	1.000	0.850	108.776	109.047	111.307
0.039	1.350	1.000	0.900	65.344	60.051	62.510
0.047	1.350	1.000	0.900	91.341	89.744	92.086
0.055	1.350	1.000	0.900	67.460	67.460	67.460
0.040	1.350	1.000	0.900	71.448	72.510	74.242
0.041	1.350	1.000	0.900	82.578	82.007	84.174
0.084	1.350	1.000	0.900	89.701	86.911	86.911
0.059	1.350	1.000	0.900	93.000	90.628	93.000
0.051	1.350	1.000	0.900	60.382	62.951	58.001
0.034	1.350	1.000	0.900	84.816	83.083	87.158
0.050	1.350	1.000	0.900	54.608	52.852	53.511
0.039	1.450	1.000	0.850	63.632	63.632	63.632
0.031	1.450	1.000	0.850	62.714	62.714	57.411
0.051	1.450	1.000	0.850	58.610	63.560	59.568
0.045	1.450	1.000	0.850	58.454	59.222	59.222
0.046	1.450	1.000	0.850	87.442	86.300	86.300
0.051	1.450	1.000	0.850	69.280	68.492	68.492
0.043	1.450	1.000	0.850	79.591	84.317	84.317
0.037	1.450	1.000	0.850	63.094	63.094	63.094
0.036	1.450	1.000	0.850	108.319	107.688	107.565
0.039	1.450	1.000	0.850	55.516	56.424	57.550
0.042	1.450	1.000	0.900	66.199	65.240	63.902
0.051	1.450	1.000	0.900	60.045	61.890	60.045
0.039	1.450	1.000	0.900	84.134	84.134	84.778
0.039	1.450	1.000	0.900	76.466	77.758	76.466
0.042	1.450	1.000	0.900	75.772	74.762	78.903
0.047	1.450	1.000	0.900	64.739	63.240	65.446
0.058	1.450	1.000	0.900	60.318	70.500	65.267
0.042	1.450	1.000	0.900	64.897	64.455	66.714
0.041	1.450	1.000	0.900	68.370	68.370	72.170
0.033	1.450	1.000	0.900	56.605	58.321	56.605
0.037	1.550	1.000	0.850	68.278	66.104	66.104
0.039	1.550	1.000	0.850	103.002	103.788	104.149
0.045	1.550	1.000	0.850	110.225	113.351	113.351
0.031	1.550	1.000	0.850	74.172	76.974	76.974
0.033	1.550	1.000	0.850	96.675	97.956	100.127
0.042	1.550	1.000	0.850	65.492	63.305	58.213
0.059	1.550	1.000	0.850	81.955	83.068	78.320
0.057	1.550	1.000	0.850	102.973	102.973	100.164
0.037	1.550	1.000	0.850	77.125	74.915	74.915
0.032	1.550	1.000	0.850	98.674	98.674	98.674
0.055	1.550	1.000	0.900	70.843	66.109	66.109
0.038	1.550	1.000	0.900	102.986	105.547	105.547
0.022	1.550	1.000	0.900	63.328	63.328	56.551
0.041	1.550	1.000	0.900	68.884	68.884	68.884
0.031	1.550	1.000	0.900	63.570	65.462	60.513
0.034	1.550	1.000	0.900	63.896	63.896	63.896
0.043	1.550	1.000	0.900	80.194	83.270	83.270
0.036	1.550	1.000	0.900	95.988	95.756	100.893
0.033	1.550	1.000	0.900	63.557	69.409	67.560
0.045	1.550	1.000	0.900	94.122	93.471	93.471
0.066	1.650	1.000	0.850	59.853	54.903	59.853
0.044	1.650	1.000	0.850	63.652	56.707	61.657
0.031	1.650	1.000	0.850	90.276	93.175	93.175
0.046	1.650	1.000	0.850	72.316	76.938	73.880
0.032	1.650	1.000	0.850	65.945	58.666	58.666
0.033	1.650	1.000	0.850	76.716	80.557	80.557
0.064	1.650	1.000	0.850	71.048	68.654	68.654
0.035	1.650	1.000	0.850	67.378	65.159	63.100
0.048	1.650	1.000	0.850	66.023	58.744	58.744
0.041	1.650	1.000	0.850	62.447	55.502	55.502
0.038	1.650	1.000	0.900	88.161	87.024	93.375
0.039	1.650	1.000	0.900	60.300	58.087	58.087
0.050	1.650	1.000	0.900	70.310	67.483	62.180
0.027	1.650	1.000	0.900	91.978	90.378	95.990
0.046	1.650	1.000	0.900	66.538	66.538	68.729
0.046	1.650	1.000	0.900	75.188	73.370	74.960
0.047	1.650	1.000	0.900	93.080	92.892	92.892
0.072	1.650	1.000	0.900	117.818	121.258	113.600
0.034	1.650	1.000	0.900	64.986	64.986	66.475
0.060	1.650	1.000	0.900	93.405	94.701	89.558
0.043	1.750	1.000	0.850	66.027	62.971	62.971
0.040	1.750	1.000	0.850	78.831	82.211	82.211
0.035	1.750	1.000	0.850	68.975	62.257	62.257
0.036	1.750	1.000	0.850	66.446	61.007	61.007
0.031	1.750	1.000	0.850	96.790	100.603	99.698
0.035	1.750	1.000	0.850	67.160	71.302	69.801
0.033	1.750	1.000	0.850	75.250	77.224	79.602
0.038	1.750	1.000	0.850	84.262	83.430	87.513
0.034	1.750	1.000	0.850	62.410	57.319	57.319
0.024	1.750	1.000	0.850	110.396	117.348	117.348
0.028	1.750	1.000	0.900	80.001	82.517	83.872
0.060	1.750	1.000	0.900	62.365	64.257	66.359
0.037	1.750	1.000	0.900	65.096	66.964	60.103
0.034	1.750	1.000	0.900	80.570	80.570	84.494
0.046	1.750	1.000	0.900	116.503	116.503	119.809
0.039	1.750	1.000	0.900	61.554	61.554	55.112
0.059	1.750	1.000	0.900	89.121	86.216	89.121
0.042	1.750	1.000	0.900	81.848	85.570	85.570
0.043	1.750	1.000	0.900	109.158	111.123	111.123
0.054	1.750	1.000	0.900	63.813	59.995	62.493
